STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 6:15,FM-15,CLR:00,10,,70,66,63,78,10,VRB,16,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 6:35,FM-15,CLR:00,10,,70,66,63,78,11,260,17,29.72
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 6:55,FM-15,CLR:00,10,,70,66,63,78,13,260,21,29.73
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 7:15,FM-15,CLR:00,10,,70,64,61,73,16,250,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 7:35,FM-15,CLR:00,10,,70,64,61,73,16,260,22,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 7:55,FM-15,CLR:00,10,,70,64,61,73,14,280,23,29.74
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 8:15,FM-15,CLR:00,10,,72,64,59,65,14,280,29,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 8:35,FM-15,CLR:00,10,,72,64,59,65,13,VRB,25,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 8:55,FM-15,CLR:00,10,,72,63,57,61,16,280,24,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 9:15,FM-15,CLR:00,10,,73,63,57,57,13,280,22,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 9:35,FM-15,CLR:00,10,,73,62,55,53,16,250,22,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 9:55,FM-15,CLR:00,10,,73,62,55,53,16,260,25,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 10:15,FM-15,CLR:00,10,,75,63,54,47,18,280,26,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 10:35,FM-15,CLR:00,10,,75,63,54,47,18,260,23,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 10:55,FM-15,CLR:00,10,,75,61,50,41,21,260,28,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 11:15,FM-15,CLR:00,10,,75,61,50,41,16,VRB,29,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 11:35,FM-15,CLR:00,10,,77,62,52,42,13,VRB,23,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 11:55,FM-15,CLR:00,10,,77,61,48,36,18,290,29,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 12:15,FM-15,CLR:00,10,,79,62,50,37,14,250,22,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 12:35,FM-15,CLR:00,10,,77,61,48,36,10,VRB,25,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 12:55,FM-15,CLR:00,10,,79,60,46,32,16,250,26,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 13:15,FM-15,CLR:00,10,,79,60,46,32,17,280,26,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 13:35,FM-15,CLR:00,10,,79,60,45,30,21,270,29,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 13:55,FM-15,CLR:00,10,,79,60,46,32,16,290,23,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 14:15,FM-15,CLR:00,10,,79,60,46,32,14,250,23,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 14:35,FM-15,CLR:00,10,,81,61,46,30,13,270,23,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 14:55,FM-15,CLR:00,10,,81,61,46,30,15,260,26,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 15:15,FM-15,CLR:00,10,,79,60,46,32,15,240,26,29.75
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 15:35,FM-15,CLR:00,10,,81,62,48,32,17,VRB,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 15:55,FM-15,CLR:00,10,,79,60,46,32,20,260,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 16:15,FM-15,CLR:00,10,,79,60,46,32,9,240,24,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 16:35,FM-15,CLR:00,10,,79,60,46,32,11,VRB,21,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 16:55,FM-15,CLR:00,10,,79,60,46,32,10,VRB,25,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 17:15,FM-15,CLR:00,10,,79,60,46,32,7,240,20,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 17:35,FM-15,CLR:00,10,,77,60,46,34,13,240,20,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 17:55,FM-15,CLR:00,10,,75,59,46,36,9,VRB,21,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 18:15,FM-15,CLR:00,10,,75,59,46,36,9,VRB,,29.76
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 18:35,FM-15,CLR:00,10,,75,59,46,36,6,240,,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 18:55,FM-15,CLR:00,10,,73,58,46,38,0,0,,29.77
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 19:15,FM-15,CLR:00,10,,73,58,46,38,0,0,,29.78
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 19:35,FM-15,CLR:00,10,,72,58,46,41,0,0,,29.79
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 19:55,FM-15,CLR:00,10,,72,58,46,41,0,0,,29.8
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 20:15,FM-15,CLR:00,10,,72,58,46,41,0,0,,29.81
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 20:35,FM-15,CLR:00,10,,70,58,48,46,0,0,,29.81
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 20:55,FM-15,CLR:00,10,,70,58,48,46,0,0,,29.82
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 21:15,FM-15,CLR:00,10,,70,58,48,46,3,230,,29.83
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 21:35,FM-15,CLR:00,10,,70,58,48,46,5,240,,29.83
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 21:55,FM-15,CLR:00,10,,70,58,48,46,0,0,,29.84
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 22:15,FM-15,CLR:00,10,,70,58,48,46,9,240,,29.84
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 22:35,FM-15,CLR:00,10,,70,58,48,46,7,250,,29.84
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 22:55,FM-15,CLR:00,10,,70,58,48,46,9,VRB,,29.85
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 23:15,FM-15,CLR:00,10,,68,57,48,49,8,260,,29.85
WBAN:03730,WILLIAMSBURG JAMESTOWN AIRPORT VA US,14.9,37.23917,-76.71611,5/2/2017 23:35,FM-15,CLR:00,10,,68,57,48,49,5,250,,29.85
